Product code	Product label	Turkey's imports from Korea, Republic of-Value in 2001	Turkey's imports from Korea, Republic of-Value in 2002	Turkey's imports from Korea, Republic of-Value in 2003	Turkey's imports from Korea, Republic of-Value in 2004	Turkey's imports from Korea, Republic of-Value in 2005	Turkey's imports from Korea, Republic of-Value in 2006	Turkey's imports from Korea, Republic of-Value in 2007	Turkey's imports from Korea, Republic of-Value in 2008	Turkey's imports from Korea, Republic of-Value in 2009	Turkey's imports from Korea, Republic of-Value in 2010	Turkey's imports from Korea, Republic of-Value in 2011	Turkey's imports from Korea, Republic of-Value in 2012	Turkey's imports from Korea, Republic of-Value in 2013	Turkey's imports from Korea, Republic of-Value in 2014	Turkey's imports from Korea, Republic of-Value in 2015	Turkey's imports from Korea, Republic of-Value in 2016	Turkey's imports from Korea, Republic of-Value in 2017	Korea, Republic of's exports to world- 	Korea, Republic of's exports to world-Value in 2001	Korea, Republic of's exports to world-Value in 2002	Korea, Republic of's exports to world-Value in 2003	Korea, Republic of's exports to world-Value in 2004	Korea, Republic of's exports to world-Value in 2005	Korea, Republic of's exports to world-Value in 2006	Korea, Republic of's exports to world-Value in 2007	Korea, Republic of's exports to world-Value in 2008	Korea, Republic of's exports to world-Value in 2009	Korea, Republic of's exports to world-Value in 2010	Korea, Republic of's exports to world-Value in 2011	Korea, Republic of's exports to world-Value in 2012	Korea, Republic of's exports to world-Value in 2013	Korea, Republic of's exports to world-Value in 2014	Korea, Republic of's exports to world-Value in 2015	Korea, Republic of's exports to world-Value in 2016	Korea, Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8547	"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ..."	36	54	958	672	259	554	1065	1295	607	435	909	1886	1586	1855	2611	2648	3549		37820	39808	58651	83932	110320	132537	189555	189306	160434	249521	286539	208466	187387	181175	171570	189152	213794		41929	34276	35587	41973	41301	67848	93907	91583	63231	72122	83634	72672	83873	68636	72119	80158	95431	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	6	0	3	26	28	41	46	21	25	1046	1103	79	129	64	805	2017	3582		19981	36144	58416	49332	56558	65575	66216	85078	60410	128475	145434	125855	178846	203131	212754	155262	195326		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	538	1301	1398	2646	2735	4055	3015	4057	4224	4500	4028	2855	2090	1462	1900	2361	3629		42878	48340	48915	60480	47457	38929	41990	70022	73714	79254	99838	83682	77787	76273	69522	86995	76269		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	294	559	2420	4709	3471	4948	5620	4950	1487	1855	1223	271	313	363	4085	6808	3660		10193	21984	18746	24981	33972	32432	35657	50641	67584	76912	113665	127111	100800	100575	73568	63046	51045		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
3917	"Tubes, pipes and hoses, and fittings therefor, e.g. joints, elbows, flanges, of plastics"	472	932	1503	1356	1268	1229	2389	2589	1098	2834	3902	2579	2208	3413	2749	3600	3697		79815	86519	100952	115650	128334	133523	152538	159655	154038	181846	235504	252751	250603	240278	246295	259581	258649		64601	80402	81279	99601	92379	111615	143025	182997	144071	149461	216263	211783	221979	208722	197043	209356	238217	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	192	7497	800	1790	1930	2883	4980	2196	1224	2319	1604	3570	3992	3735	2704	3093	3796		82642	87597	123484	193209	203138	272364	253375	303473	256337	374672	467143	450646	465372	553770	550645	459126	573812		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
5902	"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ..."	1491	2196	5058	51	143	157	3456	10581	12941	15645	19641	13883	9932	6651	2427	2817	3834		185044	199104	240867	250729	292488	290898	316728	342479	282560	361186	406153	369879	309122	278240	270727	254368	258890		17539	14650	14449	11909	15272	17284	29288	42537	36821	55474	67519	51533	49676	60681	50422	43163	47443	
8455	"Metal-rolling mills and rolls therefor; parts of metal-rolling mills"	515	703	1686	1976	15701	2883	4014	5285	3908	5859	2288	8613	6821	5437	4610	6417	3920		26252	44458	43231	69629	85371	107009	175866	270473	168642	152775	152938	202057	219239	187632	142441	143400	130219		38093	18714	35860	75952	85327	142035	301986	155965	461904	174992	345303	191614	260687	190480	133081	255642	115376	
8516	"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ..."	473	833	619	965	853	1970	2532	2951	2060	2161	2747	3019	2289	3423	3675	3371	3965		1027750	1117526	1013694	814827	694386	743362	709396	611189	431808	412399	425109	430553	462415	500539	492667	526793	544101		60937	73084	110144	176496	238454	302230	368794	459461	335931	404419	466728	450467	546480	540797	485402	377943	411666	
5516	"Woven fabrics of artificial staple fibres"	3950	5031	5013	6717	5699	7662	11522	5291	1755	2003	2633	871	343	996	2006	3094	4043		242611	216574	193853	155555	144529	140456	124704	98677	84240	114064	110276	83600	80076	77604	80150	66625	69004		54359	76424	65022	68603	47842	73261	95608	83388	67594	91881	122983	108868	122254	125084	110802	98239	89062	
8441	"Machinery for making up paper pulp, paper or paperboard, incl. cutting machines of all kinds, ..."	351	618	2601	2214	1610	2165	1190	1957	1388	2218	5931	2674	3447	5785	6003	3369	4047		34515	33345	45986	57689	62723	69302	71397	85359	70149	72808	113347	109467	115095	117372	112464	112687	108004		36774	46661	56734	63779	130477	99889	133355	182630	85779	86337	125703	96628	135967	174316	158868	146235	98927	
2914	"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, ..."	0	4	1	39	168	115	177	342	383	557	651	573	835	933	1137	1364	4225		23166	23120	23843	27495	108690	129358	163438	129424	89994	99373	130167	107058	250603	319541	168412	180048	276118		12641	16781	21937	28721	40606	38251	42165	49325	38933	50911	62592	62395	60009	63098	57847	42682	62651	
8422	"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ..."	44	89	241	923	433	808	3734	2523	1891	3868	7199	5835	6451	5097	4996	8577	4227		59348	59269	73430	101618	141618	159421	198163	225441	216814	299800	362107	368201	436511	429404	398442	405301	507898		112418	133313	194431	251785	314836	423534	403224	461696	330960	411874	554283	500366	651382	612683	586700	501869	497987	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	1	0	0	12	3	38	827	687	1	1	3	2	1571	1827	12698	5403	4240		93758	86560	82342	140614	286591	347949	492568	742345	401220	535191	839867	889843	699927	702969	626207	406053	605287		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
8450	"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof"	6521	3964	4109	407	838	9190	11708	7323	11056	10288	14940	7434	7703	8266	9468	7126	4275		403638	508021	727421	865262	1027715	1076184	1183685	1273384	1394423	1722061	1734809	1697296	1474395	1373935	1101188	1070882	1063714		36770	33485	48943	65727	67915	82774	89787	100320	108648	139524	202274	177908	182255	174873	146433	123365	122564	
8803	"Parts of aircraft and spacecraft of heading 8801 or 8802, n.e.s."	0	0	1	0	0	539	1451	1535	9293	77067	25910	1376	1515	578	510	1747	4341		229942	159302	214942	245509	300686	428283	574582	612469	719423	1121843	815993	921277	1121148	1366441	1656954	1637299	1754032		116202	158122	82534	96188	53508	100088	189167	109853	145353	406321	544111	466740	348606	312820	350862	380962	513715	
8471	"Automatic data-processing machines and units thereof; magnetic or optical readers, machines ..."	13855	29477	39003	58266	82568	82440	60556	34102	30710	33940	23824	30765	42565	21566	14363	8055	4416		7484886	8241560	9345340	10148743	9240536	8511361	3107353	2791873	2377180	2987526	3312017	4053040	4064679	4043327	4329467	4490514	6293671		539124	671213	865075	1211720	1730788	1996913	1775477	1698739	1752441	2105032	2198098	2361053	2651023	2715739	2200125	1894931	2008041	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	136	172	234	706	838	1555	1624	1869	1557	2228	2115	2964	2956	3914	4956	6367	4623		6342	11813	14848	18972	29255	32157	49774	64792	85452	114415	154034	153117	183125	216800	230823	269492	404757		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
9027	"Instruments and apparatus for physical or chemical analysis, e.g. polarimeters, refractometers, ..."	62	52	1561	346	768	626	1967	1915	1014	1756	2495	1818	2756	2315	3393	5798	4642		21930	22045	32038	43944	55340	85703	132466	150291	168394	230370	472289	499873	582467	560615	665341	778267	780758		81060	106551	143317	219422	282648	268850	304356	298206	279405	329039	347597	299666	336215	334688	308426	339130	390816	
2921	"Amine-function compounds"	0	16	6	3	2	42	26	824	878	1404	1855	3474	5060	6223	4920	4068	4898		52401	51480	44329	50832	69878	72913	85137	137384	114625	139560	171826	166995	159746	179418	143284	111509	138996		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
2933	"Heterocyclic compounds with nitrogen hetero-atom[s] only"	200	231	541	539	407	565	2002	823	520	393	792	1159	3548	3464	5562	8527	5101		90973	90550	111323	138784	265523	199795	294900	271646	222920	267222	336760	370618	311769	356966	386746	497873	514521		242379	273629	323093	424252	460103	481455	474339	522469	401825	433533	417433	325228	355818	425690	382779	408933	452717	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	9254	9537	25045	57871	143061	260869	8443	7339	7798	9639	11350	6756	4633	5187	3137	9620	5292		8139520	10951396	14808125	20340102	20195136	18158236	850497	814984	610978	659504	703615	771089	667395	590949	1371620	2778374	1539640		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
7616	"Articles of aluminium, n.e.s."	73	89	522	1642	2108	3174	3522	4194	2787	1802	2357	1918	2326	7471	3136	5479	5313		92375	112956	124787	159390	178081	193647	190586	178840	155029	237008	289880	269059	262977	278920	253095	281602	329572		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	1155	1083	1623	6625	16507	15324	6544	4458	5452	7749	8998	4808	5049	8155	3609	2324	5335		5665117	7888180	8315986	10863255	7979914	8817931	8622730	6161088	5074851	8037244	5090056	3460654	4440984	5782525	5525263	4240507	7564724		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	710	1058	1264	2403	8678	12458	12954	7161	3677	10126	16119	11524	13313	8808	5184	5558	5361		29888	215587	18105	15399	23703	34871	55648	72984	49010	62383	106353	96780	96800	105770	57430	45074	94625		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	229	392	578	1161	1758	1743	4094	4831	4157	5031	3486	3300	3961	6010	5969	7383	5530		199596	259667	294413	361244	490626	581290	691201	793617	716779	978463	1197575	857568	936739	1086284	984910	960971	1022828		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
2941	"Antibiotics"	5267	6787	7973	9209	7721	10075	7897	13045	10894	12541	11171	4332	5107	3541	5258	5249	5650		86470	95236	101256	129142	121934	147445	162296	193408	215384	257596	251668	267949	273328	262683	282699	276167	250099		191453	201486	190005	219313	227710	197422	186379	197178	181239	196859	222184	199614	196313	178947	188323	170080	149834	
8511	"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ..."	421	609	2398	3782	3718	3450	4884	5694	2035	5081	5782	8205	12298	11885	10008	5790	5859		150942	174413	181085	198126	230427	224097	232023	240917	186444	266824	347205	394419	413195	414327	410522	632576	562483		50317	73518	98658	142607	155038	158219	172056	197509	157887	201164	247675	229994	229961	222596	221264	231753	260472	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	153	265	696	922	1159	1120	997	1208	964	2121	3522	3845	5308	7392	5468	6756	6058		70753	87355	102015	119774	124740	131479	142093	160832	167011	202799	223615	239545	251468	248881	220873	210715	217569		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	131	158	143	0	64	7	0	0	0	0	0	0	0	0	239	2834	6147		57773	88614	90002	134550	115726	47047	64553	53754	38698	64499	66918	53540	55470	67607	60283	76001	90665		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
8409	"Parts suitable for use solely or principally with internal combustion piston engine of heading ..."	1169	1851	9287	14882	16791	16941	13530	14918	4913	8233	7070	6492	7293	7230	8845	9449	6149		180166	207019	283374	353194	468542	544225	679976	902824	815507	1170717	1794265	2180404	2460770	2738939	2745833	2623902	2613286		149663	196530	304472	437257	566294	569642	652859	638547	543484	653297	784527	734639	753265	816679	849975	930892	1033513	
8507	"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ..."	464	1176	1327	2085	3402	4955	6280	8651	6230	11931	13923	14286	14743	15003	13143	9375	6326		323825	440604	615134	836133	1100719	1371024	2085677	2846095	2889117	3723039	4632194	4583240	4627981	4728518	4572206	4970798	5950857		26591	42138	48983	69347	83605	95503	133666	168409	140117	187421	275251	275260	268206	263467	267695	337103	428943	
5408	"Woven fabrics of artificial filament yarn, incl. monofilament of >= 67 decitex and a maximum ..."	10577	15307	15803	20893	20649	22625	26222	23375	21886	23378	23198	15140	18029	22505	15961	9150	6428		177102	163940	160029	173005	160185	141996	159096	152687	116579	136952	139429	115574	116581	115577	99895	73178	70576		32753	52924	63679	71868	52650	55205	63536	53454	43634	52471	64293	48486	49895	52404	40754	28231	28706	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	3	2	0	1	4	1	1472	1495	823	1081	2246	1002	1168	2247	3692	4759	6460		10424	9933	16331	25613	34290	44085	49449	52677	52101	76149	76507	72544	72889	83751	66820	52790	55804		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
9021	"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture ..."	136	144	652	457	1052	1695	4929	6599	3863	4388	4906	5170	6942	6921	6572	6838	6477		6900	9743	24939	28246	28236	46775	85405	105536	112341	154345	203885	239181	275639	295972	321783	357437	432696		108245	106724	109311	147211	207061	261793	286927	353159	319143	359750	401844	417004	483839	493186	424268	442956	409891	
2836	"Carbonates; peroxocarbonates "percarbonates"; commercial ammonium carbonate containing ammonium ..."	557	174	115	288	185	1124	2931	658	2965	4400	3468	4380	4901	6065	4905	4742	6704		40460	40168	40995	44117	39500	53999	58404	81818	73402	81552	81133	86846	93013	95147	85146	89089	112815		33939	49656	60614	70041	72120	78210	107272	130329	128949	114124	116652	112055	106731	114331	84445	97739	76997	
4811	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ..."	43	119	595	325	1288	2397	4812	5803	9647	6825	7564	5036	4728	4443	4868	3111	7121		32825	44381	52123	50475	52361	62784	79916	80488	82001	110843	125734	156329	172408	187546	172078	166028	193124		79468	113137	143865	198084	220445	241333	275057	304235	282258	326117	356126	343317	364944	384448	342314	332813	382856	
3214	"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ..."	42	42	43	45	84	225	325	1638	623	1808	2408	1943	2898	4791	6051	6741	7227		44241	43377	55712	59838	72360	91371	97074	119067	116916	132315	162027	175523	193938	199820	189073	203789	217800		28827	45409	58889	83294	98924	116267	140631	151798	105784	128550	145035	133973	167264	184483	173952	174430	207255	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	1487	2741	4100	5551	5604	12306	16954	16691	7220	12467	12491	10700	9332	13879	5462	4230	7462		139961	159517	196228	211508	250396	282722	338642	388786	310542	431893	532929	562696	655519	791470	766323	862616	1003058		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
8447	"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ..."	831	3950	8789	10956	17018	13763	23183	15762	7102	10417	11737	9836	7108	5987	3577	2244	7722		94867	144737	208788	221289	217040	229359	196201	163425	92826	108327	126152	116329	74570	73038	72640	63204	61698		112720	374628	550265	390945	291149	239108	292295	195177	78368	217927	337297	328118	398128	376496	236377	256621	274093	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	219	340	12513	191027	417181	338207	517770	167061	122973	426983	558190	184539	5069	3398	4521	7948	7750		164108	166487	395025	795463	923243	1392007	814886	836138	1049615	1705959	3325400	5959355	6733674	5077004	5661193	6479322	218610		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
9031	"Measuring or checking instruments, appliances and machines not elsewhere specified in chapter ..."	167	797	2685	1399	2754	3070	1722	9063	4450	11919	15603	16801	17094	22831	17823	6552	7763		103154	123796	192951	285021	409893	480855	533679	594421	466410	784220	984206	1165016	1475046	1600432	1952550	2051467	3042603		76209	71129	102454	149249	164689	182493	204740	307177	193641	210793	296682	344112	339764	369796	359324	325972	383885	
8443	"Printing machinery used for printing by means of plates, cylinders and other printing components ..."	1061	354	1192	2040	1691	2302	20308	13164	9980	13120	15548	14660	14036	12649	11132	9914	7827		42974	65345	77571	98949	120562	126666	1344984	1462073	1251714	1505417	1547227	1310784	1048278	1009899	958568	970763	929790		90557	110426	178554	261018	315194	321503	811122	777247	529679	702677	832936	753274	824348	841524	681800	628903	585167	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	0	0	0	0	17	32	36	122	75	380	861	1352	1948	2733	3460	5406	7840		96802	112989	136180	163898	222190	239202	261718	314912	373022	698614	686543	818187	1039092	1594514	2440875	3441697	3913231		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
